date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:22:43	45821/45821	---M--	200	added ('OK')	image/jpeg	etag:%2262e8b5f9-b2fd%22	https://khanarshad0.github.io/practice.io/img/news-700x435-5.jpg	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/img/news-700x435-5.jpg	(from https://khanarshad0.github.io/practice.io/)
19:22:43	3511/3511	---M--	200	added ('OK')	image/jpeg	etag:%2262e8b5f9-db7%22	https://khanarshad0.github.io/practice.io/img/user.jpg	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/img/user.jpg	(from https://khanarshad0.github.io/practice.io/)
19:22:44	4294/4294	---M--	200	added ('OK')	image/jpeg	etag:%2262e8b5f9-10c6%22	https://khanarshad0.github.io/practice.io/img/news-110x110-1.jpg	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/img/news-110x110-1.jpg	(from https://khanarshad0.github.io/practice.io/)
19:22:44	3968/3968	---M--	200	added ('OK')	image/jpeg	etag:%2262e8b5f9-f80%22	https://khanarshad0.github.io/practice.io/img/news-110x110-2.jpg	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/img/news-110x110-2.jpg	(from https://khanarshad0.github.io/practice.io/)
19:22:44	4087/4087	---M--	200	added ('OK')	image/jpeg	etag:%2262e8b5f9-ff7%22	https://khanarshad0.github.io/practice.io/img/news-110x110-3.jpg	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/img/news-110x110-3.jpg	(from https://khanarshad0.github.io/practice.io/)
19:22:45	3300/3300	---M--	200	added ('OK')	image/jpeg	etag:%2262e8b5f9-ce4%22	https://khanarshad0.github.io/practice.io/img/news-110x110-4.jpg	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/img/news-110x110-4.jpg	(from https://khanarshad0.github.io/practice.io/)
19:22:45	4841/4841	---M--	200	added ('OK')	image/jpeg	etag:%2262e8b5f9-12e9%22	https://khanarshad0.github.io/practice.io/img/news-110x110-5.jpg	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/img/news-110x110-5.jpg	(from https://khanarshad0.github.io/practice.io/)
19:22:47	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/Users/91829/Desktop/htmls/ArshadWebsite/code.jquery.com/jquery-3.4.1.min.js	(from https://khanarshad0.github.io/practice.io/)
19:22:47	80698/80698	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:09%20GMT	https://stackpath.bootstrapcdn.com/bootstrap/4.4.1/js/bootstrap.bundle.min.js	C:/Users/91829/Desktop/htmls/ArshadWebsite/stackpath.bootstrapcdn.com/bootstrap/4.4.1/js/bootstrap.bundle.min.js	(from https://khanarshad0.github.io/practice.io/)
19:22:48	2302/2302	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262e8b5f9-8fe%22	https://khanarshad0.github.io/practice.io/lib/easing/easing.min.js	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/lib/easing/easing.min.js	(from https://khanarshad0.github.io/practice.io/)
19:22:48	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262e8b5f9-a70e%22	https://khanarshad0.github.io/practice.io/lib/owlcarousel/owl.carousel.min.js	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/lib/owlcarousel/owl.carousel.min.js	(from https://khanarshad0.github.io/practice.io/)
19:22:49	3853/3853	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262e8b5f9-f0d%22	https://khanarshad0.github.io/practice.io/js/main.js	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/js/main.js	(from https://khanarshad0.github.io/practice.io/)
19:22:50	4976/4976	---M--	200	added ('OK')	image/png	etag:%2262e8b5f9-1370%22	https://khanarshad0.github.io/practice.io/lib/owlcarousel/assets/owl.video.play.png	C:/Users/91829/Desktop/htmls/ArshadWebsite/khanarshad0.github.io/practice.io/lib/owlcarousel/assets/owl.video.play.png	(from https://khanarshad0.github.io/practice.io/lib/owlcarousel/assets/owl.carousel.min.css)
